(326,155)
(326,92)
(326,156)
(326,221)
(326,29)
(326,318)
(326,62)
(327,194)
(327,262)
(327,167)
(327,135)
(327,40)
(327,41)
(327,233)
(327,110)
(327,209)
(327,147)
(327,19)
(327,179)
(327,115)
(327,56)
(327,27)
(327,124)
(327,189)
(327,222)
(328,194)
(328,2)
(328,132)
(328,36)
(328,166)
(328,70)
(328,198)
(328,169)
(328,271)
(328,176)
(328,48)
(328,306)
(328,308)
(328,21)
(328,312)
(328,252)
(328,92)
(328,190)
(329,66)
(329,67)
(329,229)
(329,198)
(329,40)
(329,104)
(329,41)
(329,73)
(329,11)
(329,268)
(329,76)
(329,44)
(329,175)
(329,143)
(329,114)
(329,212)
(329,21)
(329,24)
(329,27)
(329,127)
(330,97)
(330,33)
(330,130)
(330,227)
(330,36)
(330,325)
(330,293)
(330,39)
(330,11)
(330,176)
(330,48)
(330,241)
(330,147)
(330,85)
(330,22)
(330,56)
(330,251)
(330,29)
(330,30)
(331,224)
(331,97)
(331,34)
(331,227)
(331,259)
(331,133)
(331,198)
(331,102)
(331,43)
(331,78)
(331,17)
(331,114)
(331,83)
(331,276)
(331,151)
(331,88)
(331,123)
(331,92)
(331,156)
(331,30)
(332,0)
(332,98)
(332,3)
(332,132)
(332,197)
(332,71)
(332,136)
(332,265)
(332,201)
(332,10)
(332,46)
(332,48)
(332,18)
(332,243)
(332,275)
(332,54)
(332,247)
(332,183)
(332,28)
(332,92)
(333,97)
(333,66)
(333,3)
(333,4)
(333,229)
(333,165)
(333,135)
(333,39)
(333,72)
(333,107)
(333,237)
(333,111)
(333,48)
(333,81)
(333,83)
(333,212)
(333,87)
(333,155)
(333,29)
(333,127)
(334,98)
(334,38)
(334,231)
(334,39)
(334,8)
(334,106)
(334,10)
(334,139)
(334,11)
(334,140)
(334,205)
(334,52)
(334,277)
(334,311)
(334,90)
(334,219)
(334,187)
(334,285)
(334,61)
(334,63)
(335,288)
(335,5)
(335,37)
(335,297)
(335,42)
(335,267)
(335,140)
(335,12)
(335,174)
(335,207)
(335,21)
(335,213)
(335,58)
(335,315)
(335,124)
(335,189)
(335,30)
(335,95)
(336,130)
(336,4)
(336,5)
(336,295)
(336,104)
(336,40)
(336,105)
(336,43)
(336,109)
(336,334)
(336,46)
